etfg_date,as_of_date,fund_ticker,fund_description,related_index,fund_cusip,fund_isin,iopv_symbol,etf_issuer,inception_date,number_of_holdings_in_etf,fund_listing_exchange,market_price,nav,discount_premium,fund_shares_outstanding,fund_gross_expense_ratio,thirty_day_median_bid_ask,premium_discount_days_q,premium_discount_days_y,two_per_premium_discount_no_of_days,two_per_premium_discount_5_days,two_per_premium_discount_6_days,two_per_premium_discount_7_days,etf_global_reward_score,etf_global_risk_score,asset_class,category,focus,development_class,region,geographic_exposure,currency_exposure,sector_exposure,industry_group_exposure,industry_exposure,sub_industry_exposure,last_nb_bid,last_nb_ask,last_nb_mid,last_nb_time,previous_cal_q_pd_premium,previous_cal_q_pd_discount,previous_cal_q_pd_total,previous_cal_y_pd_premium,previous_cal_y_pd_discount,previous_cal_y_pd_total,current_cal_q_pd_premium,current_cal_q_pd_discount,current_cal_q_pd_total,current_cal_y_pd_premium,current_cal_y_pd_discount,current_cal_y_pd_total,discount_premium_in_currency,discount_premium_currency,two_per_premium_discount_7plus_days_in_365_days
2021-09-07,2021-09-07,QQQ,Invesco QQQ Trust,Nasdaq 100 Index,46090E103,US46090E1038,QXV,Invesco,1999-03-10,,NASDAQ,382.110000,382.136920,-0.007045,511250000,0.200000,0.00002700,63.000000,253.000000,0.000000,f,f,f,3.510000,3.380000,,,,,,,,,,,,382.10000000,382.12000000,382.11000000,2021-09-07 15:59:50,41,22,63,143,110,253,29,18,47,101,70,171,-0.02692155,USD,f
