etfg_date,as_of_date,fund_ticker,fund_description,related_index,fund_cusip,fund_isin,iopv_symbol,etf_issuer,inception_date,number_of_holdings_in_etf,fund_listing_exchange,market_price,nav,discount_premium,fund_shares_outstanding,fund_gross_expense_ratio,thirty_day_median_bid_ask,premium_discount_days_q,premium_discount_days_y,two_per_premium_discount_no_of_days,two_per_premium_discount_5_days,two_per_premium_discount_6_days,two_per_premium_discount_7_days,etf_global_reward_score,etf_global_risk_score,asset_class,category,focus,development_class,region,geographic_exposure,currency_exposure,sector_exposure,industry_group_exposure,industry_exposure,sub_industry_exposure,last_nb_bid,last_nb_ask,last_nb_mid,last_nb_time,previous_cal_q_pd_premium,previous_cal_q_pd_discount,previous_cal_q_pd_total,previous_cal_y_pd_premium,previous_cal_y_pd_discount,previous_cal_y_pd_total,current_cal_q_pd_premium,current_cal_q_pd_discount,current_cal_q_pd_total,current_cal_y_pd_premium,current_cal_y_pd_discount,current_cal_y_pd_total,discount_premium_in_currency,discount_premium_currency,two_per_premium_discount_7plus_days_in_365_days
2021-08-30,2021-08-30,QQQ,Invesco QQQ Trust,Nasdaq 100 Index,46090E103,US46090E1038,QXV,Invesco,1999-03-10,102,NASDAQ,380.260000,380.348830,-0.023355,507750000,0.200000,0.00002700,63.000000,253.000000,0.000000,f,f,f,3.480000,4.140000,Equity,Size and Style,Large Cap,Developed Markets,North America,US=0.989;NL=0.004;GB=0.003;IL=0.001;KY=0.001,USD=0.964,Technology=0.494;Communications=0.186;Consumer Discretionary=0.164;Health Care=0.062;Consumer Staples=0.048;Industrials=0.021;Utilities=0.009;Financials=0.005,Software & Services=0.220;Media & Entertainment=0.172;Semiconductors & Semiconductor Equipment=0.143;Technology Hardware & Equipment=0.130;Retailing=0.108;Pharmaceuticals Biotechnology & Life Sciences=0.042;Automobiles & Components=0.039;Food Beverage & Tobacco=0.030;Consumer Services=0.021;Health Care Equipment & Services=0.020;Food & Staples Retailing=0.016;Capital Goods=0.013;Telecommunication Services=0.012;Utilities=0.009;Diversified Financials=0.005;Transportation & Logistics=0.005;Commercial & Professional Services=0.002,Software=0.179;Media=0.157;Semiconductors & Semiconductor Equipment=0.143;Communications Equipment=0.130;Specialty Retail=0.122;IT Services=0.042;Automobiles=0.039;Biotechnology=0.038;Health Care Equipment & Supplies=0.024;Beverages=0.018;Entertainment=0.017;Hotels Restaurants & Leisure=0.012;Diversified Telecommunication Services=0.012;Industrial Conglomerates=0.011;Food Products=0.009;Utilities=0.009;Diversified Consumer Services=0.006;Diversified Financial Services=0.005;Transportation Infrastructure=0.005;Consumer Products=0.003;Commercial Services & Supplies=0.003;Distributors=0.002;Machinery=0.002,Semiconductors=0.143;Communications Equipment=0.130;Interactive Media & Services=0.124;Systems Software=0.106;Internet & Direct Marketing Retail=0.093;Application Software=0.070;Automobile Manufacturers=0.039;Biotechnology=0.038;Data Processing & Outsourced Services=0.032;Cable & Satellite=0.030;Soft Drinks=0.021;Movies & Entertainment=0.017;Health Care Equipment=0.016;Hypermarkets & Super Centers=0.014;Alternative Carriers=0.012;Industrial Conglomerates=0.011;Internet Services & Infrastruc=0.010;Restaurants=0.009;Packaged Foods & Meats=0.009;Electric Utilities=0.009;Life Sciences Tools & Services=0.008;IT Consulting & Other Services=0.008;Apparel Retail=0.006;Consumer Finance=0.005;Automotive Retail=0.005;Highways & Railtracks=0.005;Hotels Resorts & Cruise Lines=0.003;Drug Retail=0.003;Diversified Support Services=0.003;Research & Consulting Services=0.002;Home Improvement Retail=0.002;Construction Machinery & Heavy Trucks=0.002;Publishing & Broadcasting=0.002;General Merchandise Stores=0.001,380.33000000,380.34000000,380.33500000,2021-08-30 15:59:50,41,22,63,143,110,253,27,15,42,99,67,166,-0.08883047,USD,f
