etfg_date,as_of_date,fund_ticker,fund_description,related_index,fund_cusip,fund_isin,iopv_symbol,etf_issuer,inception_date,number_of_holdings_in_etf,fund_listing_exchange,market_price,nav,discount_premium,fund_shares_outstanding,fund_gross_expense_ratio,thirty_day_median_bid_ask,premium_discount_days_q,premium_discount_days_y,two_per_premium_discount_no_of_days,two_per_premium_discount_5_days,two_per_premium_discount_6_days,two_per_premium_discount_7_days,etf_global_reward_score,etf_global_risk_score,asset_class,category,focus,development_class,region,geographic_exposure,currency_exposure,sector_exposure,industry_group_exposure,industry_exposure,sub_industry_exposure,last_nb_bid,last_nb_ask,last_nb_mid,last_nb_time,previous_cal_q_pd_premium,previous_cal_q_pd_discount,previous_cal_q_pd_total,previous_cal_y_pd_premium,previous_cal_y_pd_discount,previous_cal_y_pd_total,current_cal_q_pd_premium,current_cal_q_pd_discount,current_cal_q_pd_total,current_cal_y_pd_premium,current_cal_y_pd_discount,current_cal_y_pd_total,discount_premium_in_currency,discount_premium_currency,two_per_premium_discount_7plus_days_in_365_days
2021-09-10,2021-09-10,QQQ,Invesco QQQ Trust,Nasdaq 100 Index,46090E103,US46090E1038,QXV,Invesco,1999-03-10,103,NASDAQ,376.590000,376.413380,0.046922,512050000,0.200000,0.00002700,63.000000,253.000000,0.000000,f,f,f,3.310000,3.580000,Equity,Size and Style,Large Cap,Developed Markets,North America,US=0.989;NL=0.004;IL=0.001;KY=0.001,USD=1.001,Technology=0.485;Communications=0.185;Consumer Discretionary=0.167;Health Care=0.063;Consumer Staples=0.049;Industrials=0.020;Utilities=0.009;Financials=0.005,Software & Services=0.214;Media & Entertainment=0.173;Semiconductors & Semiconductor Equipment=0.143;Technology Hardware & Equipment=0.128;Retailing=0.110;Pharmaceuticals Biotechnology & Life Sciences=0.043;Automobiles & Components=0.039;Food Beverage & Tobacco=0.030;Consumer Services=0.022;Health Care Equipment & Services=0.020;Food & Staples Retailing=0.017;Capital Goods=0.013;Telecommunication Services=0.011;Utilities=0.009;Diversified Financials=0.005;Transportation & Logistics=0.005;Commercial & Professional Services=0.002,Software=0.176;Media=0.156;Semiconductors & Semiconductor Equipment=0.143;Communications Equipment=0.128;Specialty Retail=0.125;Automobiles=0.039;Biotechnology=0.039;IT Services=0.038;Health Care Equipment & Supplies=0.024;Beverages=0.018;Entertainment=0.018;Hotels Restaurants & Leisure=0.013;Diversified Telecommunication Services=0.011;Industrial Conglomerates=0.011;Utilities=0.009;Food Products=0.009;Diversified Consumer Services=0.006;Diversified Financial Services=0.005;Transportation Infrastructure=0.005;Consumer Products=0.003;Commercial Services & Supplies=0.003;Distributors=0.003;Machinery=0.002,Semiconductors=0.143;Communications Equipment=0.128;Interactive Media & Services=0.123;Systems Software=0.105;Internet & Direct Marketing Retail=0.095;Application Software=0.069;Automobile Manufacturers=0.039;Biotechnology=0.039;Data Processing & Outsourced Services=0.031;Cable & Satellite=0.030;Soft Drinks=0.021;Movies & Entertainment=0.018;Health Care Equipment=0.016;Hypermarkets & Super Centers=0.014;Alternative Carriers=0.011;Industrial Conglomerates=0.011;Internet Services & Infrastruc=0.010;Restaurants=0.010;Electric Utilities=0.009;Packaged Foods & Meats=0.009;Life Sciences Tools & Services=0.009;Apparel Retail=0.006;Automotive Retail=0.005;Consumer Finance=0.005;Highways & Railtracks=0.005;IT Consulting & Other Services=0.005;Hotels Resorts & Cruise Lines=0.003;Drug Retail=0.003;Diversified Support Services=0.003;Research & Consulting Services=0.002;Home Improvement Retail=0.002;Construction Machinery & Heavy Trucks=0.002;Publishing & Broadcasting=0.002;General Merchandise Stores=0.001,376.52000000,376.53000000,376.52500000,2021-09-10 15:59:50,41,22,63,143,110,253,31,19,50,103,71,174,0.17662069,USD,f
