2021-11-16	24.633	24.633
2021-11-17	24.5625	24.6402
2021-11-18	24.5047	24.615
2021-11-19	24.4859	24.63
2021-11-22	24.5554	24.6745
2021-11-23	24.536	24.6457
2021-11-24	24.5592	24.5795
2021-11-26	24.4289	24.4562
2021-11-29	24.4139	24.4516
2021-11-30	24.459	24.3587
2021-12-01	24.4121	24.4052
2021-12-02	24.5052	24.5549
2021-12-03	24.4055	24.5038
2021-12-06	24.517	24.5098
2021-12-07	24.5961	24.6057
2021-12-08	24.7185	24.71
2021-12-09	24.6115	24.6005
2021-12-10	24.639	24.6517
2021-12-13	24.5294	24.5749
2021-12-14	24.4503	24.5
2021-12-15	24.4226	24.491
2021-12-16	24.4657	24.4889
2021-12-17	24.4308	24.4458
2021-12-20	24.2231	24.2524
2021-12-21	24.2651	24.273
2021-12-22	24.364	24.35
2021-12-23	24.4471	24.411
2021-12-27	24.358	24.399
2021-12-28	24.3133	24.3536
2021-12-29	24.2674	24.29
2021-12-30	24.3203	24.3325
2021-12-31	24.3402	24.3471
2022-01-03	24.3233	24.287
2022-01-04	24.3233	24.3447
2022-01-05	24.3042	24.2956
2022-01-06	24.3361	24.3306
2022-01-07	24.4023	24.4248
2022-01-10	24.2988	24.3269
2022-01-11	24.506	24.4847
2022-01-12	24.6719	24.6739
2022-01-13	24.663	24.6877
2022-01-14	24.7007	24.6966
2022-01-18	24.6065	24.7
2022-01-19	24.7486	24.7766
2022-01-20	24.7446	24.7709
2022-01-21	24.7273	24.8137
2022-01-24	24.5905	24.6448
2022-01-25	24.6501	24.6451
2022-01-26	24.6177	24.6386
2022-01-27	24.5655	24.5735
2022-01-28	24.5617	24.5725
2022-01-31	24.6774	24.7052
2022-02-01	24.7966	24.7973
2022-02-02	24.8053	24.7966
2022-02-03	24.6725	24.676
2022-02-04	24.6705	24.6925
2022-02-07	24.7489	24.7601
2022-02-08	24.7628	24.79
2022-02-09	24.8406	24.8655
2022-02-10	24.7883	24.8141
2022-02-11	24.7471	24.7874
2022-02-14	24.7138	24.7354
2022-02-15	24.8697	24.875
2022-02-16	24.9645	24.9739
2022-02-17	24.825	24.8514
2022-02-18	24.7768	24.778
2022-02-22	24.7095	24.7739
2022-02-23	24.6306	24.6887
2022-02-24	24.4378	24.4477
2022-02-25	24.5818	24.5634
2022-02-28	24.6168	24.6166
2022-03-01	24.4798	24.5111
2022-03-02	24.614	24.6723
2022-03-03	24.6848	24.6651
2022-03-04	24.6314	24.5921
2022-03-07	24.2504	24.2896
2022-03-08	24.2833	24.3105
2022-03-09	24.5732	24.5757
2022-03-10	24.4752	24.5204
2022-03-11	24.2812	24.2649
2022-03-14	24.111	24.149
2022-03-15	24.1934	24.157
2022-03-16	24.7093	24.7015
2022-03-17	24.823	24.7493
2022-03-18	25.0752	25.0901
2022-03-21	24.9394	24.9677
2022-03-22	25.1556	25.1656
2022-03-23	24.9693	24.9735
2022-03-24	25.0605	25.076
2022-03-25	25.0449	25.0365
2022-03-28	25.0183	25.0483
2022-03-29	25.3834	25.348
2022-03-30	25.2894	25.25
2022-03-31	24.9595	24.9371
2022-04-01	25.1652	25.1211
2022-04-04	25.3434	25.3446
2022-04-05	24.9806	24.9769
2022-04-06	24.6786	24.6716
2022-04-07	24.6213	24.6214
2022-04-08	24.5527	24.5371
2022-04-11	24.2303	24.2706
2022-04-12	24.1458	24.1472
2022-04-13	24.3844	24.3809
2022-04-14	24.1601	24.1498
2022-04-18	24.0485	24.0518
2022-04-19	23.9984	24.0224
2022-04-20	23.9781	23.9557
2022-04-21	23.6789	23.6666
2022-04-22	23.5216	23.5319
2022-04-25	23.4198	23.4205
2022-04-26	22.9916	23.0239
2022-04-27	23.1274	23.1302
2022-04-28	23.2318	23.2469
2022-04-29	23.3197	23.3046
2022-05-02	23.2913	23.3109
2022-05-03	23.4053	23.3985
2022-05-04	23.7178	23.7184
2022-05-05	22.9574	22.9759
